,Date,Time,Vis,VisScore,Home,Home_Score,Box Score,OT,Attendence,Venue,Notes
168,"Thu, Jan 14, 2021",7:30p,Charlotte Hornets,108,Toronto Raptors,111,Box Score,,0,Amalie Arena,
169,"Thu, Jan 14, 2021",10:00p,Golden State Warriors,104,Denver Nuggets,114,Box Score,,0,Ball Arena,
170,"Thu, Jan 14, 2021",10:00p,Indiana Pacers,111,Portland Trail Blazers,87,Box Score,,0,Moda Center,
171,"Fri, Jan 15, 2021",7:30p,Orlando Magic,97,Boston Celtics,124,Box Score,,0,TD Garden,
172,"Fri, Jan 15, 2021",7:30p,New York Knicks,103,Cleveland Cavaliers,106,Box Score,,"1,944",Rocket Mortgage Fieldhouse,
173,"Fri, Jan 15, 2021",7:30p,Dallas Mavericks,109,Milwaukee Bucks,112,Box Score,,0,Fiserv Forum,
174,"Fri, Jan 15, 2021",8:00p,Chicago Bulls,125,Oklahoma City Thunder,127,Box Score,OT,0,Chesapeake Energy Arena,
175,"Fri, Jan 15, 2021",9:00p,Atlanta Hawks,92,Utah Jazz,116,Box Score,,"1,932",Vivint Smart Home Arena,
176,"Fri, Jan 15, 2021",10:00p,New Orleans Pelicans,95,Los Angeles Lakers,112,Box Score,,0,STAPLES Center,
177,"Fri, Jan 15, 2021",10:00p,Los Angeles Clippers,138,Sacramento Kings,100,Box Score,,0,Golden 1 Center,
178,"Sat, Jan 16, 2021",5:00p,Houston Rockets,91,San Antonio Spurs,103,Box Score,,0,AT&T Center,
179,"Sat, Jan 16, 2021",6:00p,Orlando Magic,115,Brooklyn Nets,122,Box Score,,0,Barclays Center,
180,"Sat, Jan 16, 2021",7:30p,Charlotte Hornets,113,Toronto Raptors,116,Box Score,,0,Amalie Arena,
181,"Sat, Jan 16, 2021",8:00p,Philadelphia 76ers,104,Memphis Grizzlies,106,Box Score,,206,FedEx Forum,
182,"Sat, Jan 16, 2021",8:00p,Detroit Pistons,120,Miami Heat,100,Box Score,,0,AmericanAirlines Arena,
183,"Sat, Jan 16, 2021",10:00p,Atlanta Hawks,106,Portland Trail Blazers,112,Box Score,,0,Moda Center,
184,"Sun, Jan 17, 2021",1:00p,New York Knicks,105,Boston Celtics,75,Box Score,,0,TD Garden,
185,"Sun, Jan 17, 2021",3:00p,Chicago Bulls,117,Dallas Mavericks,101,Box Score,,0,American Airlines Center,
186,"Sun, Jan 17, 2021",8:00p,Utah Jazz,109,Denver Nuggets,105,Box Score,,0,Ball Arena,
187,"Sun, Jan 17, 2021",9:00p,New Orleans Pelicans,128,Sacramento Kings,123,Box Score,,0,Golden 1 Center,
188,"Sun, Jan 17, 2021",10:00p,Indiana Pacers,96,Los Angeles Clippers,129,Box Score,,0,STAPLES Center,
189,"Mon, Jan 18, 2021",12:00p,Orlando Magic,84,New York Knicks,91,Box Score,,0,Madison Square Garden (IV),
190,"Mon, Jan 18, 2021",2:30p,Minnesota Timberwolves,97,Atlanta Hawks,108,Box Score,,0,State Farm Arena,
191,"Mon, Jan 18, 2021",3:00p,San Antonio Spurs,125,Portland Trail Blazers,104,Box Score,,0,Moda Center,
192,"Mon, Jan 18, 2021",5:00p,Phoenix Suns,104,Memphis Grizzlies,108,Box Score,,204,FedEx Forum,
193,"Mon, Jan 18, 2021",7:30p,Milwaukee Bucks,123,Brooklyn Nets,125,Box Score,,0,Barclays Center,
194,"Mon, Jan 18, 2021",7:30p,Dallas Mavericks,93,Toronto Raptors,116,Box Score,,0,Amalie Arena,
195,"Mon, Jan 18, 2021",8:00p,Houston Rockets,120,Chicago Bulls,125,Box Score,,0,United Center,
196,"Mon, Jan 18, 2021",8:00p,Detroit Pistons,107,Miami Heat,113,Box Score,,0,AmericanAirlines Arena,
197,"Mon, Jan 18, 2021",10:00p,Golden State Warriors,115,Los Angeles Lakers,113,Box Score,,0,STAPLES Center,
198,"Tue, Jan 19, 2021",9:00p,Oklahoma City Thunder,101,Denver Nuggets,119,Box Score,,0,Ball Arena,
199,"Tue, Jan 19, 2021",9:00p,New Orleans Pelicans,102,Utah Jazz,118,Box Score,,"1,932",Vivint Smart Home Arena,
200,"Wed, Jan 20, 2021",7:00p,Brooklyn Nets,135,Cleveland Cavaliers,147,Box Score,2OT,"1,944",Rocket Mortgage Fieldhouse,
201,"Wed, Jan 20, 2021",7:00p,Dallas Mavericks,124,Indiana Pacers,112,Box Score,,0,Bankers Life Fieldhouse,
202,"Wed, Jan 20, 2021",7:00p,Boston Celtics,109,Philadelphia 76ers,117,Box Score,,0,Wells Fargo Center,
203,"Wed, Jan 20, 2021",7:30p,Detroit Pistons,115,Atlanta Hawks,123,Box Score,OT,0,State Farm Arena,
204,"Wed, Jan 20, 2021",7:30p,Miami Heat,111,Toronto Raptors,102,Box Score,,0,Amalie Arena,
205,"Wed, Jan 20, 2021",8:00p,Orlando Magic,97,Minnesota Timberwolves,96,Box Score,,0,Target Center,
206,"Wed, Jan 20, 2021",9:30p,Phoenix Suns,109,Houston Rockets,103,Box Score,,"3,022",Toyota Center,
207,"Wed, Jan 20, 2021",10:00p,San Antonio Spurs,99,Golden State Warriors,121,Box Score,,0,Chase Center,
208,"Wed, Jan 20, 2021",10:00p,Sacramento Kings,96,Los Angeles Clippers,115,Box Score,,0,STAPLES Center,
209,"Thu, Jan 21, 2021",7:30p,Los Angeles Lakers,113,Milwaukee Bucks,106,Box Score,,0,Fiserv Forum,
210,"Thu, Jan 21, 2021",10:00p,New York Knicks,119,Golden State Warriors,104,Box Score,,0,Chase Center,
211,"Thu, Jan 21, 2021",10:00p,New Orleans Pelicans,118,Utah Jazz,129,Box Score,,"1,932",Vivint Smart Home Arena,
212,"Fri, Jan 22, 2021",7:00p,Chicago Bulls,123,Charlotte Hornets,110,Box Score,,0,Spectrum Center,
213,"Fri, Jan 22, 2021",7:00p,Houston Rockets,103,Detroit Pistons,102,Box Score,,0,Little Caesars Arena,
214,"Fri, Jan 22, 2021",7:00p,Orlando Magic,118,Indiana Pacers,120,Box Score,OT,0,Bankers Life Fieldhouse,
215,"Fri, Jan 22, 2021",7:30p,Brooklyn Nets,113,Cleveland Cavaliers,125,Box Score,,"1,944",Rocket Mortgage Fieldhouse,
216,"Fri, Jan 22, 2021",7:30p,Boston Celtics,110,Philadelphia 76ers,122,Box Score,,0,Wells Fargo Center,
217,"Fri, Jan 22, 2021",7:30p,Miami Heat,81,Toronto Raptors,101,Box Score,,0,Amalie Arena,
218,"Fri, Jan 22, 2021",8:00p,Atlanta Hawks,116,Minnesota Timberwolves,98,Box Score,,0,Target Center,
219,"Fri, Jan 22, 2021",8:30p,Dallas Mavericks,122,San Antonio Spurs,117,Box Score,,0,AT&T Center,
220,"Fri, Jan 22, 2021",10:00p,Oklahoma City Thunder,106,Los Angeles Clippers,120,Box Score,,0,STAPLES Center,
221,"Fri, Jan 22, 2021",10:00p,Denver Nuggets,130,Phoenix Suns,126,Box Score,OT,0,Phoenix Suns Arena,
222,"Fri, Jan 22, 2021",10:00p,New York Knicks,94,Sacramento Kings,103,Box Score,,0,Golden 1 Center,
223,"Sat, Jan 23, 2021",8:00p,Miami Heat,124,Brooklyn Nets,128,Box Score,,0,Barclays Center,
224,"Sat, Jan 23, 2021",8:00p,Philadelphia 76ers,114,Detroit Pistons,110,Box Score,,0,Little Caesars Arena,
225,"Sat, Jan 23, 2021",8:00p,New Orleans Pelicans,110,Minnesota Timberwolves,120,Box Score,,0,Target Center,
226,"Sat, Jan 23, 2021",9:00p,Los Angeles Lakers,101,Chicago Bulls,90,Box Score,,0,United Center,
227,"Sat, Jan 23, 2021",9:00p,Houston Rockets,133,Dallas Mavericks,108,Box Score,,0,American Airlines Center,
228,"Sat, Jan 23, 2021",9:00p,Denver Nuggets,120,Phoenix Suns,112,Box Score,2OT,0,Phoenix Suns Arena,
229,"Sat, Jan 23, 2021",9:00p,Golden State Warriors,108,Utah Jazz,127,Box Score,,"1,932",Vivint Smart Home Arena,
230,"Sun, Jan 24, 2021",1:00p,Toronto Raptors,107,Indiana Pacers,102,Box Score,,0,Bankers Life Fieldhouse,
231,"Sun, Jan 24, 2021",4:00p,Oklahoma City Thunder,100,Los Angeles Clippers,108,Box Score,,0,STAPLES Center,
232,"Sun, Jan 24, 2021",7:00p,Cleveland Cavaliers,103,Boston Celtics,141,Box Score,,0,TD Garden,
233,"Sun, Jan 24, 2021",7:00p,Charlotte Hornets,107,Orlando Magic,104,Box Score,,"3,507",Amway Center,
234,"Sun, Jan 24, 2021",8:00p,Atlanta Hawks,115,Milwaukee Bucks,129,Box Score,,0,Fiserv Forum,
235,"Sun, Jan 24, 2021",8:00p,Washington Wizards,101,San Antonio Spurs,121,Box Score,,0,AT&T Center,
236,"Sun, Jan 24, 2021",10:00p,New York Knicks,113,Portland Trail Blazers,116,Box Score,,0,Moda Center,
237,"Mon, Jan 25, 2021",7:00p,Philadelphia 76ers,104,Detroit Pistons,119,Box Score,,0,Little Caesars Arena,
238,"Mon, Jan 25, 2021",7:00p,Toronto Raptors,114,Indiana Pacers,129,Box Score,,0,Bankers Life Fieldhouse,
239,"Mon, Jan 25, 2021",7:00p,Charlotte Hornets,108,Orlando Magic,117,Box Score,,"3,167",Amway Center,
240,"Mon, Jan 25, 2021",7:30p,Miami Heat,85,Brooklyn Nets,98,Box Score,,0,Barclays Center,
241,"Mon, Jan 25, 2021",8:00p,Los Angeles Lakers,115,Cleveland Cavaliers,108,Box Score,,0,Rocket Mortgage Fieldhouse,
242,"Mon, Jan 25, 2021",8:30p,Denver Nuggets,117,Dallas Mavericks,113,Box Score,,0,American Airlines Center,
243,"Mon, Jan 25, 2021",9:00p,Boston Celtics,119,Chicago Bulls,103,Box Score,,0,United Center,
244,"Mon, Jan 25, 2021",10:00p,Minnesota Timberwolves,108,Golden State Warriors,130,Box Score,,0,Chase Center,
245,"Mon, Jan 25, 2021",10:00p,Oklahoma City Thunder,125,Portland Trail Blazers,122,Box Score,,0,Moda Center,
246,"Tue, Jan 26, 2021",7:30p,Los Angeles Clippers,99,Atlanta Hawks,108,Box Score,,"1,180",State Farm Arena,
247,"Tue, Jan 26, 2021",8:00p,Washington Wizards,88,Houston Rockets,107,Box Score,,"2,996",Toyota Center,
248,"Tue, Jan 26, 2021",9:00p,New York Knicks,94,Utah Jazz,108,Box Score,,"1,932",Vivint Smart Home Arena,
249,"Wed, Jan 27, 2021",7:00p,Indiana Pacers,116,Charlotte Hornets,106,Box Score,,0,Spectrum Center,
250,"Wed, Jan 27, 2021",7:00p,Detroit Pistons,107,Cleveland Cavaliers,122,Box Score,,"1,944",Rocket Mortgage Fieldhouse,
251,"Wed, Jan 27, 2021",7:00p,Sacramento Kings,121,Orlando Magic,107,Box Score,,"3,216",Amway Center,
252,"Wed, Jan 27, 2021",7:30p,Brooklyn Nets,132,Atlanta Hawks,128,Box Score,OT,"1,008",State Farm Arena,
253,"Wed, Jan 27, 2021",7:30p,Denver Nuggets,109,Miami Heat,82,Box Score,,0,AmericanAirlines Arena,
254,"Wed, Jan 27, 2021",7:30p,Los Angeles Lakers,106,Philadelphia 76ers,107,Box Score,,0,Wells Fargo Center,
255,"Wed, Jan 27, 2021",7:30p,Milwaukee Bucks,115,Toronto Raptors,108,Box Score,,0,Amalie Arena,
256,"Wed, Jan 27, 2021",8:30p,Boston Celtics,106,San Antonio Spurs,110,Box Score,,0,AT&T Center,
257,"Wed, Jan 27, 2021",9:00p,Washington Wizards,106,New Orleans Pelicans,124,Box Score,,750,Smoothie King Center,
258,"Wed, Jan 27, 2021",9:00p,Oklahoma City Thunder,102,Phoenix Suns,97,Box Score,,0,Phoenix Suns Arena,
259,"Wed, Jan 27, 2021",9:00p,Dallas Mavericks,104,Utah Jazz,116,Box Score,,0,Vivint Smart Home Arena,
260,"Wed, Jan 27, 2021",10:00p,Minnesota Timberwolves,111,Golden State Warriors,123,Box Score,,0,Chase Center,
261,"Thu, Jan 28, 2021",7:30p,Portland Trail Blazers,101,Houston Rockets,104,Box Score,,"3,154",Toyota Center,
262,"Thu, Jan 28, 2021",8:00p,Los Angeles Lakers,92,Detroit Pistons,107,Box Score,,0,Little Caesars Arena,
263,"Thu, Jan 28, 2021",8:00p,Los Angeles Clippers,109,Miami Heat,105,Box Score,,0,AmericanAirlines Arena,
264,"Thu, Jan 28, 2021",10:00p,Golden State Warriors,93,Phoenix Suns,114,Box Score,,0,Phoenix Suns Arena,
265,"Fri, Jan 29, 2021",7:00p,Indiana Pacers,105,Charlotte Hornets,108,Box Score,,0,Spectrum Center,
266,"Fri, Jan 29, 2021",7:00p,Atlanta Hawks,116,Washington Wizards,100,Box Score,,0,Capital One Arena,
267,"Fri, Jan 29, 2021",7:30p,Milwaukee Bucks,126,New Orleans Pelicans,131,Box Score,,"1,440",Smoothie King Center,
268,"Fri, Jan 29, 2021",7:30p,Cleveland Cavaliers,81,New York Knicks,102,Box Score,,0,Madison Square Garden (IV),
269,"Fri, Jan 29, 2021",7:30p,Sacramento Kings,126,Toronto Raptors,124,Box Score,,0,Amalie Arena,
270,"Fri, Jan 29, 2021",8:00p,Philadelphia 76ers,118,Minnesota Timberwolves,94,Box Score,,0,Target Center,
271,"Fri, Jan 29, 2021",8:00p,Brooklyn Nets,147,Oklahoma City Thunder,125,Box Score,,0,Chesapeake Energy Arena,
272,"Fri, Jan 29, 2021",8:00p,Los Angeles Clippers,116,Orlando Magic,90,Box Score,,"3,763",Amway Center,
273,"Fri, Jan 29, 2021",8:30p,Denver Nuggets,109,San Antonio Spurs,119,Box Score,,0,AT&T Center,
274,"Fri, Jan 29, 2021",10:00p,Dallas Mavericks,101,Utah Jazz,120,Box Score,,"1,932",Vivint Smart Home Arena,
275,"Sat, Jan 30, 2021",8:00p,Portland Trail Blazers,123,Chicago Bulls,122,Box Score,,0,United Center,
276,"Sat, Jan 30, 2021",8:00p,Milwaukee Bucks,114,Charlotte Hornets,126,Box Score,,0,Spectrum Center,
277,"Sat, Jan 30, 2021",8:00p,Sacramento Kings,104,Miami Heat,105,Box Score,,0,AmericanAirlines Arena,
278,"Sat, Jan 30, 2021",8:00p,Houston Rockets,126,New Orleans Pelicans,112,Box Score,,"1,440",Smoothie King Center,
279,"Sat, Jan 30, 2021",8:30p,Los Angeles Lakers,96,Boston Celtics,95,Box Score,,0,TD Garden,
280,"Sat, Jan 30, 2021",8:30p,Memphis Grizzlies,129,San Antonio Spurs,112,Box Score,,0,AT&T Center,
281,"Sat, Jan 30, 2021",9:00p,Phoenix Suns,111,Dallas Mavericks,105,Box Score,,0,American Airlines Center,
282,"Sat, Jan 30, 2021",10:00p,Detroit Pistons,91,Golden State Warriors,118,Box Score,,0,Chase Center,
283,"Sun, Jan 31, 2021",1:00p,Los Angeles Clippers,129,New York Knicks,115,Box Score,,0,Madison Square Garden (IV),
284,"Sun, Jan 31, 2021",3:30p,Utah Jazz,117,Denver Nuggets,128,Box Score,,0,Ball Arena,
285,"Sun, Jan 31, 2021",7:00p,Philadelphia 76ers,119,Indiana Pacers,110,Box Score,,0,Bankers Life Fieldhouse,
286,"Sun, Jan 31, 2021",7:00p,Orlando Magic,102,Toronto Raptors,115,Box Score,,0,Amalie Arena,
287,"Sun, Jan 31, 2021",7:00p,Brooklyn Nets,146,Washington Wizards,149,Box Score,,0,Capital One Arena,
288,"Sun, Jan 31, 2021",8:00p,Cleveland Cavaliers,104,Minnesota Timberwolves,109,Box Score,,0,Target Center,
289,"Mon, Feb 1, 2021",7:30p,Los Angeles Lakers,107,Atlanta Hawks,99,Box Score,,"1,341",State Farm Arena,
290,"Mon, Feb 1, 2021",7:30p,Charlotte Hornets,129,Miami Heat,121,Box Score,OT,0,AmericanAirlines Arena,
291,"Mon, Feb 1, 2021",8:00p,New York Knicks,102,Chicago Bulls,110,Box Score,,0,United Center,
292,"Mon, Feb 1, 2021",8:00p,Minnesota Timberwolves,98,Cleveland Cavaliers,100,Box Score,,0,Rocket Mortgage Fieldhouse,
293,"Mon, Feb 1, 2021",8:00p,Portland Trail Blazers,106,Milwaukee Bucks,134,Box Score,,0,Fiserv Forum,
294,"Mon, Feb 1, 2021",8:00p,Sacramento Kings,118,New Orleans Pelicans,109,Box Score,,"1,440",Smoothie King Center,
295,"Mon, Feb 1, 2021",8:00p,Houston Rockets,136,Oklahoma City Thunder,106,Box Score,,0,Chesapeake Energy Arena,
296,"Mon, Feb 1, 2021",8:30p,Phoenix Suns,109,Dallas Mavericks,108,Box Score,,0,American Airlines Center,
297,"Mon, Feb 1, 2021",8:30p,Memphis Grizzlies,133,San Antonio Spurs,102,Box Score,,0,AT&T Center,
298,"Tue, Feb 2, 2021",7:00p,Toronto Raptors,123,Orlando Magic,108,Box Score,,"3,211",Amway Center,
299,"Tue, Feb 2, 2021",7:30p,Los Angeles Clippers,120,Brooklyn Nets,124,Box Score,,0,Barclays Center,
300,"Tue, Feb 2, 2021",8:00p,Memphis Grizzlies,116,Indiana Pacers,134,Box Score,,0,Bankers Life Fieldhouse,
301,"Tue, Feb 2, 2021",8:00p,Portland Trail Blazers,132,Washington Wizards,121,Box Score,,0,Capital One Arena,
302,"Tue, Feb 2, 2021",10:00p,Boston Celtics,111,Golden State Warriors,107,Box Score,,0,Chase Center,
303,"Tue, Feb 2, 2021",10:00p,Detroit Pistons,105,Utah Jazz,117,Box Score,,"3,902",Vivint Smart Home Arena,
304,"Wed, Feb 3, 2021",7:00p,Philadelphia 76ers,118,Charlotte Hornets,111,Box Score,,0,Spectrum Center,
305,"Wed, Feb 3, 2021",7:00p,Indiana Pacers,110,Milwaukee Bucks,130,Box Score,,0,Fiserv Forum,
306,"Wed, Feb 3, 2021",7:30p,Dallas Mavericks,122,Atlanta Hawks,116,Box Score,,"1,259",State Farm Arena,
307,"Wed, Feb 3, 2021",8:00p,New York Knicks,107,Chicago Bulls,103,Box Score,,0,United Center,
308,"Wed, Feb 3, 2021",8:00p,Los Angeles Clippers,121,Cleveland Cavaliers,99,Box Score,,"1,944",Rocket Mortgage Fieldhouse,
309,"Wed, Feb 3, 2021",8:00p,Washington Wizards,103,Miami Heat,100,Box Score,,0,AmericanAirlines Arena,
310,"Wed, Feb 3, 2021",8:00p,Houston Rockets,87,Oklahoma City Thunder,104,Box Score,,0,Chesapeake Energy Arena,
311,"Wed, Feb 3, 2021",8:30p,Minnesota Timberwolves,108,San Antonio Spurs,111,Box Score,,0,AT&T Center,
312,"Wed, Feb 3, 2021",9:30p,Phoenix Suns,101,New Orleans Pelicans,123,Box Score,,"1,440",Smoothie King Center,
313,"Wed, Feb 3, 2021",10:00p,Boston Celtics,111,Sacramento Kings,116,Box Score,,0,Golden 1 Center,
314,"Thu, Feb 4, 2021",7:30p,Utah Jazz,112,Atlanta Hawks,91,Box Score,,"1,261",State Farm Arena,
315,"Thu, Feb 4, 2021",7:30p,Golden State Warriors,147,Dallas Mavericks,116,Box Score,,0,American Airlines Center,
316,"Thu, Feb 4, 2021",8:00p,Portland Trail Blazers,121,Philadelphia 76ers,105,Box Score,,0,Wells Fargo Center,
317,"Thu, Feb 4, 2021",9:00p,Houston Rockets,115,Memphis Grizzlies,103,Box Score,,"1,762",FedEx Forum,
318,"Thu, Feb 4, 2021",10:00p,Denver Nuggets,93,Los Angeles Lakers,114,Box Score,,0,STAPLES Center,
319,"Fri, Feb 5, 2021",7:00p,New Orleans Pelicans,114,Indiana Pacers,113,Box Score,,0,Bankers Life Fieldhouse,
320,"Fri, Feb 5, 2021",7:00p,Chicago Bulls,119,Orlando Magic,123,Box Score,,"3,535",Amway Center,
321,"Fri, Feb 5, 2021",7:30p,Toronto Raptors,123,Brooklyn Nets,117,Box Score,,0,Barclays Center,
322,"Fri, Feb 5, 2021",7:30p,Milwaukee Bucks,123,Cleveland Cavaliers,105,Box Score,,"2,720",Rocket Mortgage Fieldhouse,
323,"Fri, Feb 5, 2021",8:00p,Utah Jazz,138,Charlotte Hornets,121,Box Score,,0,Spectrum Center,
324,"Fri, Feb 5, 2021",8:00p,Washington Wizards,95,Miami Heat,122,Box Score,,0,AmericanAirlines Arena,
325,"Fri, Feb 5, 2021",8:00p,Minnesota Timberwolves,106,Oklahoma City Thunder,103,Box Score,,0,Chesapeake Energy Arena,
326,"Fri, Feb 5, 2021",9:00p,Detroit Pistons,92,Phoenix Suns,109,Box Score,,0,Phoenix Suns Arena,
327,"Fri, Feb 5, 2021",10:00p,Boston Celtics,119,Los Angeles Clippers,115,Box Score,,0,STAPLES Center,
328,"Sat, Feb 6, 2021",1:00p,Portland Trail Blazers,99,New York Knicks,110,Box Score,,0,Madison Square Garden (IV),
329,"Sat, Feb 6, 2021",5:00p,Denver Nuggets,114,Sacramento Kings,119,Box Score,,0,Golden 1 Center,
330,"Sat, Feb 6, 2021",7:00p,Chicago Bulls,118,Orlando Magic,92,Box Score,,"3,880",Amway Center,
331,"Sat, Feb 6, 2021",8:00p,Toronto Raptors,121,Atlanta Hawks,132,Box Score,,991,State Farm Arena,
332,"Sat, Feb 6, 2021",8:00p,Milwaukee Bucks,124,Cleveland Cavaliers,99,Box Score,,"2,720",Rocket Mortgage Fieldhouse,
333,"Sat, Feb 6, 2021",8:00p,San Antonio Spurs,111,Houston Rockets,106,Box Score,,"3,313",Toyota Center,
334,"Sat, Feb 6, 2021",8:00p,Minnesota Timberwolves,118,Oklahoma City Thunder,120,Box Score,,0,Chesapeake Energy Arena,
335,"Sat, Feb 6, 2021",8:00p,Brooklyn Nets,108,Philadelphia 76ers,124,Box Score,,0,Wells Fargo Center,
336,"Sat, Feb 6, 2021",8:30p,Golden State Warriors,132,Dallas Mavericks,134,Box Score,,0,American Airlines Center,
337,"Sat, Feb 6, 2021",9:00p,Memphis Grizzlies,109,New Orleans Pelicans,118,Box Score,,"1,440",Smoothie King Center,
338,"Sat, Feb 6, 2021",10:00p,Detroit Pistons,129,Los Angeles Lakers,135,Box Score,2OT,0,STAPLES Center,
339,"Sun, Feb 7, 2021",1:00p,Washington Wizards,97,Charlotte Hornets,119,Box Score,,0,Spectrum Center,
340,"Sun, Feb 7, 2021",1:00p,Utah Jazz,103,Indiana Pacers,95,Box Score,,0,Bankers Life Fieldhouse,
341,"Sun, Feb 7, 2021",1:00p,Miami Heat,109,New York Knicks,103,Box Score,,0,Madison Square Garden (IV),
342,"Sun, Feb 7, 2021",2:00p,Boston Celtics,91,Phoenix Suns,100,Box Score,,"1,493",Phoenix Suns Arena,
343,"Sun, Feb 7, 2021",3:00p,Sacramento Kings,113,Los Angeles Clippers,110,Box Score,,0,STAPLES Center,
344,"Mon, Feb 8, 2021",7:00p,Houston Rockets,94,Charlotte Hornets,119,Box Score,,0,Spectrum Center,
345,"Mon, Feb 8, 2021",8:00p,Washington Wizards,105,Chicago Bulls,101,Box Score,,0,United Center,
346,"Mon, Feb 8, 2021",8:00p,Toronto Raptors,128,Memphis Grizzlies,113,Box Score,,"1,844",FedEx Forum,
347,"Mon, Feb 8, 2021",8:30p,Minnesota Timberwolves,122,Dallas Mavericks,127,Box Score,,"1,000",American Airlines Center,
348,"Mon, Feb 8, 2021",8:30p,Golden State Warriors,100,San Antonio Spurs,105,Box Score,,0,AT&T Center,
349,"Mon, Feb 8, 2021",9:00p,Cleveland Cavaliers,113,Phoenix Suns,119,Box Score,,"1,485",Phoenix Suns Arena,
350,"Mon, Feb 8, 2021",9:30p,Milwaukee Bucks,125,Denver Nuggets,112,Box Score,,0,Ball Arena,
351,"Mon, Feb 8, 2021",10:00p,Oklahoma City Thunder,112,Los Angeles Lakers,119,Box Score,OT,0,STAPLES Center,
352,"Tue, Feb 9, 2021",7:00p,Brooklyn Nets,111,Detroit Pistons,122,Box Score,,0,Little Caesars Arena,
353,"Tue, Feb 9, 2021",7:30p,New York Knicks,96,Miami Heat,98,Box Score,,0,AmericanAirlines Arena,
354,"Tue, Feb 9, 2021",7:30p,Houston Rockets,101,New Orleans Pelicans,130,Box Score,,"1,900",Smoothie King Center,
355,"Tue, Feb 9, 2021",8:30p,Golden State Warriors,114,San Antonio Spurs,91,Box Score,,0,AT&T Center,
356,"Tue, Feb 9, 2021",10:00p,Orlando Magic,97,Portland Trail Blazers,106,Box Score,,0,Moda Center,
357,"Tue, Feb 9, 2021",10:00p,Philadelphia 76ers,119,Sacramento Kings,111,Box Score,,0,Golden 1 Center,
358,"Tue, Feb 9, 2021",10:00p,Boston Celtics,108,Utah Jazz,122,Box Score,,"3,902",Vivint Smart Home Arena,
359,"Wed, Feb 10, 2021",7:00p,Toronto Raptors,137,Washington Wizards,115,Box Score,,0,Capital One Arena,
360,"Wed, Feb 10, 2021",7:30p,Atlanta Hawks,117,Dallas Mavericks,118,Box Score,,"1,000",American Airlines Center,
361,"Wed, Feb 10, 2021",8:00p,Indiana Pacers,94,Brooklyn Nets,104,Box Score,,0,Barclays Center,
362,"Wed, Feb 10, 2021",8:00p,Charlotte Hornets,114,Memphis Grizzlies,130,Box Score,,"1,830",FedEx Forum,
363,"Wed, Feb 10, 2021",8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,112,Box Score,,0,Target Center,
364,"Wed, Feb 10, 2021",9:00p,New Orleans Pelicans,116,Chicago Bulls,129,Box Score,,0,United Center,
365,"Wed, Feb 10, 2021",9:00p,Cleveland Cavaliers,95,Denver Nuggets,133,Box Score,,0,Ball Arena,
366,"Wed, Feb 10, 2021",10:00p,Oklahoma City Thunder,113,Los Angeles Lakers,114,Box Score,OT,0,STAPLES Center,
367,"Wed, Feb 10, 2021",10:00p,Milwaukee Bucks,124,Phoenix Suns,125,Box Score,,"1,491",Phoenix Suns Arena,
368,"Thu, Feb 11, 2021",7:30p,Toronto Raptors,106,Boston Celtics,120,Box Score,,0,TD Garden,
369,"Thu, Feb 11, 2021",7:30p,Miami Heat,101,Houston Rockets,94,Box Score,,"3,251",Toyota Center,
370,"Thu, Feb 11, 2021",8:00p,Indiana Pacers,111,Detroit Pistons,95,Box Score,,0,Little Caesars Arena,
371,"Thu, Feb 11, 2021",10:00p,Orlando Magic,105,Golden State Warriors,111,Box Score,,0,Chase Center,
372,"Thu, Feb 11, 2021",10:00p,Philadelphia 76ers,114,Portland Trail Blazers,118,Box Score,,0,Moda Center,
373,"Fri, Feb 12, 2021",7:00p,Minnesota Timberwolves,114,Charlotte Hornets,120,Box Score,,0,Spectrum Center,
374,"Fri, Feb 12, 2021",7:00p,New York Knicks,109,Washington Wizards,91,Box Score,,0,Capital One Arena,
375,"Fri, Feb 12, 2021",7:30p,San Antonio Spurs,125,Atlanta Hawks,114,Box Score,,"1,451",State Farm Arena,
376,"Fri, Feb 12, 2021",7:30p,New Orleans Pelicans,130,Dallas Mavericks,143,Box Score,,"1,514",American Airlines Center,
377,"Fri, Feb 12, 2021",8:00p,Detroit Pistons,108,Boston Celtics,102,Box Score,,0,TD Garden,
378,"Fri, Feb 12, 2021",8:00p,Los Angeles Clippers,125,Chicago Bulls,106,Box Score,,0,United Center,
379,"Fri, Feb 12, 2021",9:00p,Oklahoma City Thunder,95,Denver Nuggets,97,Box Score,,0,Ball Arena,
380,"Fri, Feb 12, 2021",9:00p,Milwaukee Bucks,115,Utah Jazz,129,Box Score,,"3,902",Vivint Smart Home Arena,
